review_id,sentence_idx,sentence,Narrative Structure & Quality,Character & Emotion,Originality,Immersion,Thematic Depth,Writing Style
6c98fe733ae0c27671ebbbe68b77fd8f,6,"The initial deepening of the mechanics of the magic was gripping, but the cliched 'blood magic, it's forbidden!'",0,0,0,0,0,0
cd8abbbf2727515f904a6b189cb0eb84,24,"I think that's more troubling when it comes to the relationships, but if you pay attention you see that almost everything in this novel is very thoroughly described.",0,0,0,0,0,0
b0d8887563f48d59440cd78144ef23c0,59,"The one note simple tone of everything leads me to suspect a very young writer or a very unlived life, which would be better since that would indicate he can get better.",0,0,0,0,0,0
93060ddc1ef84b111915ed91cfc443de,35,Saving grace was that he was the only character I could get behind at all.,0,0,0,0,0,0
4fac8a39591a791eb0a78c4c08176d2b,4,I've never been so disappointed by this author.,0,0,0,0,0,0
74ace372502bb30d1950db50f2d83db9,0,"Such a shame that this book turned out to be another YA novel with a non depth plot line and the same boy meets girl, girl falls in love with bad boy... twist.",0,0,0,0,0,0
e6bdf9ee8fd5966f28b6e14b6d46a90d,15,She didn't even write the play.,0,0,0,0,0,0
0e884a4530dc52966c1ba210223ec0e6,4,"So, first things first, I did not like this novel.",0,0,0,0,0,0
948bf3cc5dd00d869c0de5b957c7de2e,3,Lo unico bueno que tengo que decir de este libro es que la dinamica de los pov me ha gustado mas que en los libros anteriores.,0,0,0,0,0,0
3d0853452ad57d5843ee67d1aa14bc2d,10,"This book has almost no trace of the first book, which I liked and thought was a strong start.",0,0,0,0,0,0
12916a6fef1fa5bf00c667ee2e9eb5f4,15,"I disliked it quite a lot, but then I decided to try to say something a little more substantive because I know it's so much easier to criticize something than it is to create something.",0,0,0,0,0,0
662444b2dbbf7801ecbb98a06f669de7,3,"Se avete seguito il #PABhp8RA o, semplicemente, avete letto alcuni dei miei sfoghi sulla mia pagina facebook, siete gia a conoscenza di come questo ottavo capitolo (ahime) della saga di Harry Potter sia, secondo la mia opinione, un completo fallimento.",0,0,0,0,0,0
5e019785277586503e0fb2c08f4bbb87,22,The real problem was Sanders presumptuous and egotistical meanderings that had no point.,0,0,0,0,0,0
4488fbb76b1c71de305183a540ae3000,10,"Instead of saying see ya, she stays and lets her hormones take over.",0,0,0,0,0,0
f3b19df7688176ac909188cd2d36444e,2,"there are a lot of plot points that frustrate the hell out of me: a minor character is constantly preoccupied with a connection and threat he feels from another character, and yet, when he meets his death, it does not come from that quarter, and makes you wonder what point was served by all those words.",0,0,0,0,0,0
c9b02ea046c5616e39c20331dead3229,6,I was also realizing from reading one of my friend's reviews that I didn't ever end up caring about Eragon.,0,0,0,0,0,0
41f7abe7c10045dbb74638a46181bc8b,11,What's with the sporadical rudeness?,0,0,0,0,0,0
6f10931ccc23e7180f67537e7eb0e285,2,"I got a little excited at the end of the last book in the series when the MC was stabbed, but low and behold she didn't die.",0,0,0,0,0,0
8cac1eec53f49a39608b620cedf55ebd,6,The days of faery warfare and vampire political intrigue are over.,0,0,0,0,0,0
20f2ad35efa3c5fb7a64eac7aab64484,17,It felt like Dennard was trying to include a queer character but I was really uncomfortable with how Cam was written.,0,0,0,0,0,0
b33a71c92ff2d4c0eca7f99b6c346a34,41,"If the author treated him the same as everyone else, he should have been eaten.",0,0,0,0,0,0
ddcf0a5bfa46a66ec17e484805b32df9,0,This short story was too much money for what I got.,0,0,0,0,0,0
37bf363ee36e9445cd06e1d996a837a7,10,God forbid I read something that I had actually bought already.,0,0,0,0,0,0
30bd259dcb76c9425a008259a6e6ab9d,0,I really didn't get what the big deal was about this book.,0,0,0,0,0,0
611c24d44c53b3f4c997119ad7ff23b4,34,I just...everything in here is accidental and she just gripes about her life.,0,0,0,0,0,0
55bd0c30113c49b32300fb76f7795e28,9,"Jealousy, guilt, I shouldn't feel this way, I love my sister, jealousy, guilt, yadda, yadda.",0,0,0,0,0,0
4a61b6e1f3bdf9928b5668fabe513e31,0,"Nazis vs Werewolves sounded exciting, but this is basically a spy novel.",0,0,0,0,0,0
c9336b05560e9c8a7c2a698e04bf8c17,39,"An annoying, whiny, hoeish one.",0,0,0,0,0,0
a76240a74f6104522a65b91aca13e073,8,"You have Jenn's perspective, Becca's perspective, and Derrick's perspective.",0,0,0,0,0,0
03655f88e579a4c000f501721b192bda,4,Maybe it's just me not bonding at all with the author's writing style.,0,0,0,0,0,0
2032d7eadabb957ccd8cffaaffcc80ee,26,I don't understand her obsession and love for him because we don't get to know him other than what he does for a living and the fact that he likes to ride motor bikes.,0,0,0,0,0,0
9a852ebc4d3bc25e0d20f513a00a409a,46,"Of course I like Dee, who's beautiful and charming and funny and sweet and a good sister and friend.",0,0,0,0,0,0
331d9dd3f47363936bd67b7780172fca,1,"Pour une bonne critique en anglais lire le commentaire de METAPHOROSIS 
 For a good review in English, please read that of METAPHOROSIS",0,0,0,0,0,0
010bae637ff344b8bc5466e3bbfdff7a,36,I've read a few other reviews from people who have read his other works and they all seem to say the same thing: this is very different and not anywhere near as good.,0,0,0,0,0,0
2da81207cf416950d68df54efa771060,56,Please understand how this happened.,0,0,0,0,0,0
82aba4a5bae72772fc606ff64f80cf84,16,"Put some effort in, because having a novella like this published just means that other authors have to work twice as hard to convince people to check their stuff out.",0,0,0,0,0,0
25d65a911a5625218ce24103bd01db0d,28,"The other was a reference to Game of Thrones in which someone tells the main character that they would call her ""mother of dragons"".",0,0,0,0,0,0
32eb311d9694a68db0144cb921c38b6e,0,"I do understand the hype of this trashy literature, which, for me is what this boils down to.",0,0,0,0,0,0
a716363e62aa8dce656f6af8ec9ac741,13,"So I plowed on, thinking I might become more engaged.",0,0,0,0,0,0
121e0eef194b8a00542b79bb2b011e6e,7,But through a turn of events she realizes that the internship is with a company run by her town's ''villains''.,0,0,0,0,0,0
65a5342862e47ed68e7ec94f1e8c5e61,51,One focuses on Mon Mothma.,0,0,0,0,0,0
62f78e7475b66dbbc6cc6575347e8528,11,"She succeeds, but the two of them still get caught by the Volturi and want Edward punished for what he did.",0,0,0,0,0,0
17d241861563d98cc0352139ea4d05db,0,I'm not sure I can finish this one.,0,0,0,0,0,0
068727768eae28a3b28699556ee27fa4,27,"""What good is it"" if it's not romantic?",0,0,0,0,0,0
ca3cea13de073ed9ba73e8218ece61d1,4,"While trying to rescue her, Verlaine discovers a bunch of stuff.",0,0,0,0,0,0
e9a77d660cfd7fd095ef995f388cfcaf,8,I think the teenage girls that Danny goes to school with are the absolute worst.,0,0,0,0,0,0
f3ab9a4753c53eaeb8cefd0822f7baa6,28,"Chapter page quotes 
 Oh my god this was such a pet peeve of mine.",0,0,0,0,0,0
951ef85e67e78311ab16925f2455e997,6,If he liked Aimee and was finally talking to her why was he not the one to break it off with the twin???,0,0,0,0,0,0
0e4ffe0979b0f075c8805e5bca0c3e04,4,At rock bottom it pulled out mining equipment and made a spirited effort to reach the centre of the earth.,0,0,0,0,0,0
d1ab4caba087d302907e6d5883bd4cad,25,The most noticeable thing in SJM's writing is best described in this post.,0,0,0,0,0,0
24837f29137b455de1ec5d8b7c32ef79,5,"Instead, I found that a lot of my friends had exaggerated bad parts of the book.",0,0,0,0,0,0
0926584dbb2ea517ccf9df7eaa90db3e,1,I love me a good fantasy novel.,0,0,0,0,0,0
626af2a774164824551c7aef48d438c7,4,"The story opens with Rory Deveaux; just ordinary, very boring character, starting a new chapter in her life.",0,0,0,0,0,0
4f4bf61ed200eee7520d1edcf36ca92b,2,"I don't think I've ever said this about a book before, but really, it was a good 100 pages too long.",0,0,0,0,0,0
900a72a2a16413d37bfd03ac0ed2b8d4,20,"The age difference between them, though never specified, definitely breaks the half-his-age-plus-seven rule, but no biggie!",0,0,0,0,0,0
dafdef5698fd0ba678d70f9f7e838d56,3,"I read it because I met the author, and he seemed extremely nice, and this guy is finishing my favorite fantasy series, The Wheel of Time.",0,0,0,0,0,0
8612ed42424ba472a027d64dc91cfe9f,3,"So yes, I read it.",0,0,0,0,0,0
c5f1d47082ca4952476f3e16018bb96a,6,"Unfortunately, with their powers taking a heavy toll on their bodies, time is running out.",0,0,0,0,0,0
08c1ed2d821b95c0a375ef6bbe0844aa,5,The ending was sad but I kind of expected it.,0,0,0,0,0,0
2b5181bec55d93a01a287a2c22b39b00,19,I had thought that finally in book 3 she'd get a reality check when love interest told her that her dream villa was out of his budget for them.,0,0,0,0,0,0
076e9032a043c4559cdbf51a616ef33a,7,"Instead of feeling like this could be a real, dystopian world, it seemed like a cartoon.",0,0,0,0,0,0
1df8f81654d40938e550d92b8c0e18c8,18,"Then there was the awkward moment that arrives when two thirds of the people in the room know that the other third is supposed to die in fewer than nine months, and the person who is meant to die is not one of the ones in the know 
 But then later I found the same joke pulled saying something equally uncommon, comically treated like it was a common experience: 
 There was that heavy silence that sometimes happens when a hit man enters a room.",0,0,0,0,0,0
2e849e17c699047ac723e7aa8a2fc35e,11,The fact that I kept having to reread some parts just because my thoughts kept going elsewhere is the biggest warning sign that the story just isn't catching the reader.,0,0,0,0,0,0
660a73061008f2459aed0fa8b1a655a4,6,This was enough to make this guy risk his LIFE and the LIFE OF HIS YOUNGER BROTHER to save this girl.,0,0,0,0,0,0
de30ca582de8b5fddef7475142be81b5,11,The child torture seemed sort of randomly tossed in to show us how evilly evil the villains were.,0,0,0,0,0,0
266be60688f8e8a6cfff855e2cef60a6,0,Every time I picked up this book I fell asleep.,0,0,0,0,0,0
a8ae70d9895ef58bee57cdd06b173201,4,"After that the plot was all over the place, with too many moving pieces to care about any of them too much.",0,0,0,0,0,0
a3e97ad96d1f8ea760ef68f1c93ab95e,0,"I'm not sure if the difference between books one and two is as big as it feels right now, or I just was feeling really generous when I read the first one.",0,0,0,0,0,0
cebd0ba4543b68be30ab2af531fe0832,41,"As previously mentioned, Jared's day job (and night job, and weekend job) is protecting Nina by being her around the clock secret bodyguard.",0,0,0,0,0,0
ce8206855e8e88a071becc770adbaa03,16,"Now the idea of the detective being called an Information Man, leads me to think he will have knowledge of what goes on in Hell, but can he change anything?",0,0,0,0,0,0
11a3d277ca3b8f6730131e129a645786,24,"Sorry guys, I can't even.",0,0,0,0,0,0
22406e22a0b5ecc9df38ddaca0098a3d,1,"The main villian of the series is dead, Clary isn't Jace's brother, Jocelyn and Luke are together.",0,0,0,0,0,0
8de9f6d0f063a358a2b356f11d7d49db,14,"Also there's this line that I'm like that's literally The Lion King... that's literally The Circle of Life... xD 
 ""The current flows through everything that has life, creating a space for it to thrive.",0,0,0,0,0,0
53ed25db97d95c3f78b8c789250f8d16,13,"In addition to falling victim to the bizarre language choices, he is just a bit of let down.",0,0,0,0,0,0
34cd4ff57106b56a6080e27758841cff,1,"I know allot of people love this book, so as always it comes down to personal taste.",0,0,0,0,0,0
4b5a0ac37017f3bc8d021bf2a9510839,5,"Its very clear that the stories were written separately then organised chronologically, with extra sections added to try to tie them together in a semi-logical manner.",0,0,0,0,0,0
dbb255ffd2538a952ac0728d2692ef65,6,"To clarify for the confused, detail brain-rape is when an author prances along in their writing with the idea that every conceivable, slightly visible or invisible element of the character, scene, prop, or setting needs to be painstakingly enumerated in great detail to the point where the reader's brain 'asplodes.",0,0,0,0,0,0
151c5c87e7fdad70f028c468dc0628cb,31,Vampires finding the smell of werewolves repulsive.,0,0,0,0,0,0
2786272a626f31a8576887dd4d34197e,0,I couldn't take all the arguing and bickering.,0,0,0,0,0,0
99c3bbcb8628be922fe7cb1862555501,62,"But don't tell her that, because within ten minutes after the rape, she refers to it as sex and doesn't have a problem with it.",0,0,0,0,0,0
59e40b05971511ae1fb0a47220f4125c,15,"Girl is then blamed for the following events, and must through pluck and determination overcome them to become the most notorious in her trade.",0,0,0,0,0,0
a6df0435dced50edb8ab2ae3958aa2ce,2,It's a clever book and it's interesting...but there was just too much weird stuff.,0,0,0,0,0,0
82de7a4d245360cdfbc2f6364ce08ea5,15,"Blood Right's world and focus felt more mature than the last few vampire books I've read; the stakes were higher, the characters more experienced, and the world a bit grittier.",0,0,0,0,0,0
db9e21f7c4c12acda7ef48f851b8f594,19,"WoT isn't all that subtle a lot of the time, but shoving it down your throat is annoying.",0,0,0,0,0,0
baac2ea4109e9d874a089bbfe8aa3673,18,"Any one of those sentences could have accurately summed up a concept we probably didn't need explained to us anyway, yet Banks goes on and on for two whole paragraphs, reiterating, repeating, reinciting, the same idea.",0,0,0,0,0,0
a04af6f046e2960118f2a8c01e2130f1,8,"a(tm)|For the importance Madame Morrible had, it didn't feel like she was prominent in the section.",0,0,0,0,0,0
026160149b4815196510a37ea803e56f,17,"The grammar construction of the novel is in simple english, lots of active voice.",0,0,0,0,0,0
1d0c1718a0a7cd676e83a96408a9462d,0,"It was a pretty good story, but could MacGregor cut down on the SMUT!!",0,0,0,0,0,0
62bb20de612cb65e95c9a3cb14ecc8c2,5,"Looks like that was: they didn't, and no.",0,0,0,0,0,0
1d7d5dc9a7100fc81cdfa3ab4ee1726e,2,It truly felt like he used this book as an excuse to talk about the scenery from his trip to Italy.,0,0,0,0,0,0
de7097316d8a380dc088f68ed17e5c0a,55,"He's the Damen Salvatore of this story, the guy who embraces the more monstrous aspects of his powers, except...the book never even establishes that he shouldn't embrace the ability to fly, so that falls flat.",0,0,0,0,0,0
e8a0558d3ef877969f0baef5742d8afa,7,Hopefully you will enjoy it more than I did!,0,0,0,0,0,0
da33b9544b739d944e89126354b73287,10,"Fakat hangi duygularla yaklasirsaniz yaklasin, bu kitap, okuyucuyu yoran yavasligi ve kendini tekrar eden diyaloglariyla oylesine sisirilmis ki bir sure sonra ""Hadi artik ne olacaksa olsun!""",0,0,0,0,0,0
7ab92d452f923272347ddd1cfacf53bb,17,She's snarky but not in the funny way.,0,0,0,0,0,0
ef1234701003ddecf890234506b46a64,17,Setting the stage is important.,0,0,0,0,0,0
1114e2abb4336c1f46564a404f5fc1b2,1,"I feel bad bailing on books, but I value my sanity more.",0,0,0,0,0,0
dafcbc92734d2c66b5ec224168b9423c,10,Eddie is immortal because he is.,0,0,0,0,0,0
64a2ff9e4b0ab65a6d3b3f113f029800,1,"Caitlin Kiernan throws together a group of misfit outsider characters who do nothing but drink coffee, smoke cigarettes, and toss off the names of the cool bands to whom they listen.",0,0,0,0,0,0
652a287c28357e5def08185a3baa659c,3,"I guess I overdid it because for the past several books, I just can't do it!",0,0,0,0,0,0
4a152fd9815a59c44c7d6c270bda3f3f,50,And that's how she saves the day.,0,0,0,0,0,0
d858b9c59b6324ba90b1c4b98ba8b739,9,"Then, for some reason, we have this concept of ""she has to be fucked regularly to siphon off her extra power.""",0,0,0,0,0,0
a6c3ec11e2bd4c39ffb49f4f1a755538,5,"Jim Dale narrates The Night Circus, and he also narrated the Harry Potter series, so that was a definitely win for me.",0,0,0,0,0,0
53517c6555d281c518043702ef150dbd,5,"To a certain extent the ""decay over time sentiment"" is true for all those series', but I would still say I had an enjoyable reading experience.",0,0,0,0,0,0
1e4554ee9db4c920f1ed5c221a502fd4,9,"Regardless, Fianne practically raises herself after her mother dies.",0,0,0,0,0,0
0be5c7150c568ce7d368a4f0bedef342,21,"I think the idea of the story had a great potential to be something great, but the author didn't know what to do with it.",0,0,0,0,0,0
8db42bf64409542abb5e26866c96ecc9,16,(Side note: The book's told from Nora's perspective.,0,0,0,0,0,0
a76d6a896a7afec31a015c94cc099744,4,The biggest reason for why I decided to not finish this book was because the eARC file that I was given was completely messed up.,0,0,0,0,0,0
7fa3ad6305e051e490adc087d77648c3,8,"And if Nash had knew Kaylee was a banshee from the start, why hadn't he just told her?",0,0,0,0,0,0
f456b30788dbc55b665a82f947b82ad4,36,Dragons deserve to be in every kind of book.,0,0,0,0,0,0
e870b7f3b482347c28a047f35a442738,12,"I did not feel a thrill at, well, really anything.",0,0,0,0,0,0
3880146d8353851e812275f196ea6870,17,I didn't find the mystery all that mysterious and the opposites attract romance was pretty weak.,0,0,0,0,0,0
4a9d7d675a0845122f0f4e8c998409c5,23,"like, it seems like they spend 100% of their time spanking teenagers and having sex?",0,0,0,0,0,0
5891e573d22cfbfd298aa20e6fe15ce1,1,I just couldn't connect with the characters and was a little bored with the story and the flipping between the time periods.,0,0,0,0,0,0
ec38ec6b89bc64f639e8dac2d204ab78,11,"Oh, and she never told him that she was raped.",0,0,0,0,0,0
e45edd2a829c741c6df3530ac7480d0d,11,"Now, she is one of the most dull and annoying characters I've read about.",0,0,0,0,0,0
3d5540047ac589e567619196bde482a6,5,There are passages of dialogue so loaded down with 1920's slang I needed to step away from the book & come back a few days later.,0,0,0,0,0,0
78146a33808a3a35fb6f5007c9749364,19,"Most books only take me like two days to finish, and this one took me forever; I had zero interest and had to force myself to pick it up.",0,0,0,0,0,0
eda57ef1bafa086cd92775e768e86a1c,7,"I didn't care about the main character, I didn't care about the overarching plot line that was only hinted at here and there and I didn't feel any sense of danger even though the whole book is pretty much one long chase scene.",0,0,0,0,0,0
b0376aa60e88950cdff33f3e3239d545,1,"After reading the plot summaries of the rest of the series, this would still be the best one in terms of plotting and character direction, but wow, seriously, it escalated to a very weird place very quickly!",0,0,0,0,0,0
bcddc4c2d58a300262b8a7aa642122a1,9,Not like I was hooking up with any of them.,0,0,0,0,0,0
2a613304c85156d14081400ef59b4c7a,15,"It includes LGBTQ-characters, a lot of non-white actors and although the storyline is different, it isn't worse, JUST different.",0,0,0,0,0,0
9031c731edbb019266f16e1df31aa92e,4,"There were some interesting themes around homophombia and the 'gay for you' concept but they weren't fully explored, likewise, the ""action/murder attempts"" felt like they were thrown in to make sure the whole book wasn't one long sex scene.",0,0,0,0,0,0
0f0d4615b1912130a15225d2a3ff1efd,0,It could have been better or even a short story.,0,0,0,0,0,0
c7f7dd2f22ee27648b53e7b7a64f3561,18,"One day, I will learn my lesson.",0,0,0,0,0,0
550a67aa87432a39490ee8f47bf3fdff,7,"I actually first put the book down at page 25, but then I got bored enough to give it a second chance.",0,0,0,0,0,0
8c249b427b34a8d8af04d9703c107663,23,"Anne McCaffrey, you've spoilt me for life.",0,0,0,0,0,0
3f4c9a39de4f93699d6a047f7a488901,5,"The covers are great and...well, just not my cup of tea.",0,0,0,0,0,0
d5068afb3b2619e873722bb22d8de93b,6,"Book Blurb Rating 
 The blurb is definitely short but promises much that just wasn't delivered.",0,0,0,0,0,0
d31757e912e552064fbc6ab70e4cc794,12,Her friends are all just the same personality pulled into four bodies.,0,0,0,0,0,0
8fb7a58c97b2e400b9314dce04602f64,1,"i didn't like the world-building: long, hard to follow, mostly introduced in excessive info-dumps with a lot of names i couldn't tell from one another; the culture was .",0,0,0,0,0,0
e3e0a84f15a90da09f0f5f4c81b13518,3,The parents in this book were so unbelievable.,0,0,0,0,0,0
019e5c586221d3bca31de7aa60bfb731,7,This was simply not my cup of tea.,0,0,0,0,0,0
c85daa2fbc8820fa0a8cae102e59018a,42,"The beginning chapters...Sam, who in her very short time with us managed to be more in-depth, complicated, yet endlessly intriguing than the heroine we're supposed to root for, an interesting, unique, dark, disturbing plot...that all went to hell the more that the author put words on paper.",0,0,0,0,0,0
e8c7bab0f37b52f926c832883e76f932,12,There are WAY too many good books to read to wade through this one.,0,0,0,0,0,0
e73ccf1281b35b7074e5d58e5fbb2f45,5,"Hell, this book was so messed up, I actually wanted to write a well-worded letter (it would probably be more concise and written with more sensory depth than this book) and tell her she should just stick to creepy books about devils who like to drink menstrual blood.",0,0,0,0,0,0
