review_id,Narrative Structure & Quality,Character & Emotion,Originality,Immersion,Thematic Depth,Writing Style
0000ccecd0a6252191c95c29b27f5a82,0.0,0.0,0.0,0.0,0.0,0.0
0000fbf05c6d154f1ae4362b09e02867,0.0,0.0,0.0,0.0,0.0,0.0
000316a11e1b9e00becc4430ffd320d5,0.0,0.0,0.0,0.0,0.0,0.0
0004140724746684fe336a8d7cfd950b,0.0,0.0,0.0,0.0,0.0,0.0
0004294ef8c613dd1bc2a39d3592f4ae,0.0,0.0,0.0,0.0,0.0,0.0
0006ef30c238a4e33d47295c1363217b,0.0,0.0,0.0,0.0,0.0,0.0
00072ed6261357b9e6c611f0c0e26377,0.0,0.0,0.0,0.0,0.0,0.0
000783e8a7c5e12f5a3a5a202c68ba5e,0.0,0.0,0.0,0.0,0.0,0.0
00080a10cc6d5b443209901f90a029ac,0.0,0.0,0.0,0.0,0.0,0.0
0009d9abd97644fa4c6bef42dfab7776,0.0,0.0,0.0,0.0,0.0,0.0
000a576e56bc3f669da7e1488ab222ca,0.0,0.0,0.0,0.0,0.0,0.0
000bbe2ca72fd1361f79006f09032cca,0.0,0.0,0.0,0.0,0.0,0.0
000c1a58f0f95e870249434de1472eb5,0.0,0.0,0.0,0.0,0.0,0.0
000c29d5198b932bfd167ce9ca31c611,0.0,0.0,0.0,0.0,0.0,0.0
000c751cec2bfda7b87dfc006a07dbd7,0.0,0.0,0.0,0.0,0.0,0.0
000efc39778c9a556282452ec4f9b843,0.0,0.0,0.0,0.0,0.0,0.0
00105a86b5a2187843511e3d9119d877,0.0,0.0,0.0,0.0,0.0,0.0
0010cb584f53524a6345b4018e3e64af,0.0,0.0,0.0,0.0,0.0,0.0
00114292568a6fd9f170576b1bf14253,0.0,0.0,0.0,0.0,0.0,0.0
00127c51fc6ab4324681d5098b12eee6,0.0,0.0,0.0,0.0,0.0,0.0
00152588238db0b9e8d4fafe0c7cac7b,0.0,0.0,0.0,0.0,0.0,0.0
0015ecac9256679f9d2c87c5bf5496bb,0.0,0.0,0.0,0.0,0.0,0.0
00175fb0b5782cfe52c5b8fd78dfb520,0.0,0.0,0.0,0.0,0.0,0.0
0017f157c1a21e60ef984a0b6dae0435,0.0,0.0,0.0,0.0,0.0,0.0
0018c5e30ebcda9cd146b9d5bc0c5ad0,0.0,0.0,0.0,0.0,0.0,0.0
001a6ef91f33fd90c7c22d2558c0dd2e,0.0,0.0,0.0,0.0,0.0,0.0
001b391dcec5550c9f9649b00c0c33bd,0.0,0.0,0.0,0.0,0.0,0.0
001d23a3c760c0302a7ef87789fab173,0.0,0.0,0.0,0.0,0.0,0.0
001fcf4f41616115c2c80ba732ad97eb,0.0,0.0,0.0,0.0,0.0,0.0
0021be3f8f214f6c9648f2e511ef7f39,0.0,0.0,0.0,0.0,0.0,0.0
0021e43c78f9d9bedc3ce6be4c562d82,0.0,0.0,0.0,0.0,0.0,0.0
0022397787ae3a9b7e72e7130f00f12b,0.0,0.0,0.0,0.0,0.0,0.0
0022892a17e1dc185b03d4ce8e53222e,0.0,0.0,0.0,0.0,0.0,0.0
0022a43f4d085d3a4d151053e24d60ed,0.0,0.0,0.0,0.0,0.0,0.0
002417cc069ff7be0a9b8237ee252fdf,0.0,0.0,0.0,0.0,0.0,0.0
00249f3fbabf7cef458a66008ffcc287,0.0,0.0,0.0,0.0,0.0,0.0
0024a080cd68e8be4925f3daa8a9107b,0.0,0.0,0.0,0.0,0.0,0.0
0025d780c0c0f76c5bac773cc7e1fe5d,0.0,0.0,0.0,0.0,0.0,0.0
002aefabd88e5f3ee25c9544e6243cb1,0.0,0.0,0.0,0.0,0.0,0.0
002dab2bbebb8787922492d488fef0d0,0.0,0.0,0.0,0.0,0.0,0.0
002f7a7a6413a402771af67f06b12b6d,0.0,0.0,0.0,0.0,0.0,0.0
0030aca4f2e041fdb86497b1ccca8772,0.0,0.0,0.0,0.0,0.0,0.0
0031384ab92d7b90b940bf3a30751fba,0.0,0.0,0.0,0.0,0.0,0.0
0034ae73e515dbcc269ca2eb27ae6951,0.0,0.0,0.0,0.0,0.0,0.0
0035f9f4a042371efc5526227fbeca82,0.0,0.0,0.0,0.0,0.0,0.0
003695e215c713d5ace202287ff787ad,0.0,0.0,0.0,0.0,0.0,0.0
003932724233de6e736af6b1f71704f7,0.0,0.0,0.0,0.0,0.0,0.0
0039be1c917f88d180e5aafa76f76ded,0.0,0.0,0.0,0.0,0.0,0.0
003a3d57f66e645f6e6b696ba3670229,0.0,0.0,0.0,0.0,0.0,0.0
003abbc47e6bf5b041a741a9e977d12e,0.0,0.0,0.0,0.0,0.0,0.0
003b17ef5f7eaee57329e9a47ab06271,0.0,0.0,0.0,0.0,0.0,0.0
003c4c4c9ab3104beb86ec5e61a2cfd5,0.0,0.0,0.0,0.0,0.0,0.0
003c90cecdb09a8d7fff14993756958a,0.0,0.0,0.0,0.0,0.0,0.0
003cda158d66b1c6eb7f2f226808ea8e,0.0,0.0,0.0,0.0,0.0,0.0
00411e3c3a78878ba1a2e4f47f9456a2,0.0,0.0,0.0,0.0,0.0,0.0
00416ac0a752fa4976a23b6ec6453e49,0.0,0.0,0.0,0.0,0.0,0.0
00432362688eca9afc201372e09b2405,0.0,0.0,0.0,0.0,0.0,0.0
00433a3d7d25eb1f9ee718427291eb42,0.0,0.0,0.0,0.0,0.0,0.0
0045163cf125a37fbfcb5a32ef36536e,0.0,0.0,0.0,0.0,0.0,0.0
0045836daa0547492b6a5349bc4d45c7,0.0,0.0,0.0,0.0,0.0,0.0
004783d21f024be71cd341ea637a6569,0.0,0.0,0.0,0.0,0.0,0.0
004b65cb1e3a0a5ab30e983f30eee256,0.0,0.0,0.0,0.0,0.0,0.0
004c0814b907da4308d6ffef9ac70a13,0.0,0.0,0.0,0.0,0.0,0.0
004d23c5a2edd2bfd2b032c2f3f16265,0.0,0.0,0.0,0.0,0.0,0.0
004d87aa449e69dd1c2852133b2381b1,0.0,0.0,0.0,0.0,0.0,0.0
004e07f47c2723734813a4220c3f3891,0.0,0.0,0.0,0.0,0.0,0.0
004f037b86d998dc49cac8803cff8fe2,0.0,0.0,0.0,0.0,0.0,0.0
0050f05b3d660feb64fa745ae28b89a7,0.0,0.0,0.0,0.0,0.0,0.0
00526a20e6991dee8701784e990bbc85,0.0,0.0,0.0,0.0,0.0,0.0
00572ee9cec33a0a1dba972288f6878a,0.0,0.0,0.0,0.0,0.0,0.0
00576144316137a34456782144334da9,0.0,0.0,0.0,0.0,0.0,0.0
0057ffc3ced735523bd2eeefd0d77e49,0.0,0.0,0.0,0.0,0.0,0.0
005a7e06a0f85a10c3cc96be197583b6,0.0,0.0,0.0,0.0,0.0,0.0
005f56ff3eaf19a6150d05f7c3ae1d31,0.0,0.0,0.0,0.0,0.0,0.0
006223c3bcab99f07a28bb7475d16a16,0.0,0.0,0.0,0.0,0.0,0.0
0062b9e3cbcf5796579d1eaefd17c7f9,0.0,0.0,0.0,0.0,0.0,0.0
0062e05a8842df1763520b24baba2c67,0.0,0.0,0.0,0.0,0.0,0.0
00652113a900ec4cae9d51f585f31421,0.0,0.0,0.0,0.0,0.0,0.0
006661d4d833d332eb6f6a2d14acedf3,0.0,0.0,0.0,0.0,0.0,0.0
00673436504e1a15d1088d268ad501f0,0.0,0.0,0.0,0.0,0.0,0.0
00684ecae972e984187ab68c995fd35b,0.0,0.0,0.0,0.0,0.0,0.0
0069acb8ac6a1975d8a0ffe40f745b53,0.0,0.0,0.0,0.0,0.0,0.0
0069af6063fcdc292b094724d205283b,0.0,0.0,0.0,0.0,0.0,0.0
006b9f3bdafde862e883942196b45e94,0.0,0.0,0.0,0.0,0.0,0.0
006e83af5ee336872fb29d1dbeba4298,0.0,0.0,0.0,0.0,0.0,0.0
006ead32a47708e89a60d65f6cb2ee64,0.0,0.0,0.0,0.0,0.0,0.0
006f5306db50ea50062b94763c2ebe6d,0.0,0.0,0.0,0.0,0.0,0.0
006fc85e4129347c4072b93f343588a2,0.0,0.0,0.0,0.0,0.0,0.0
0072bfc4ccf07d630d241c47b3348610,0.0,0.0,0.0,0.0,0.0,0.0
00744c69199e092ce631730581a828ec,0.0,0.0,0.0,0.0,0.0,0.0
00757024aaa80415620f4bedf47a667b,0.0,0.0,0.0,0.0,0.0,0.0
0077da57723920e860e0d2bb6beb460a,0.0,0.0,0.0,0.0,0.0,0.0
0079f48a4e211b335c371bd1b1b80d35,0.0,0.0,0.0,0.0,0.0,0.0
007a55e6f4a4d7cee24b2244cce9a7dc,0.0,0.0,0.0,0.0,0.0,0.0
007ae398f65a832648ec023ae3fb246a,0.0,0.0,0.0,0.0,0.0,0.0
007bd6ede2b2a044b46ea2b306e62aa3,0.0,0.0,0.0,0.0,0.0,0.0
007d9edcd8b5dc26c9f9170921ab31c4,0.0,0.0,0.0,0.0,0.0,0.0
007fcc5a9731640716b31bcb5f35e8b5,0.0,0.0,0.0,0.0,0.0,0.0
008051789a3b8bc4ca161887199ff368,0.0,0.0,0.0,0.0,0.0,0.0
00821634e0f488c863c33fdcc7189334,0.0,0.0,0.0,0.0,0.0,0.0
008217d234ec21232fc55c7964fa709c,0.0,0.0,0.0,0.0,0.0,0.0
008263e8314ec2d77cc42a85c0acb333,0.0,0.0,0.0,0.0,0.0,0.0
00833ca6f87d1264f7ed3cb1d435a5e1,0.0,0.0,0.0,0.0,0.0,0.0
0084b7214fa9aa7919cd85d866184f56,0.0,0.0,0.0,0.0,0.0,0.0
00890d0af7c011d827c3b924a37928fa,0.0,0.0,0.0,0.0,0.0,0.0
008d26c11a0229222220452eeaede4f6,0.0,0.0,0.0,0.0,0.0,0.0
008e6c60f39f292d321398a8fba9eecb,0.0,0.0,0.0,0.0,0.0,0.0
008e8d5bdd1c28868dfaee9db3deb39c,0.0,0.0,0.0,0.0,0.0,0.0
008ef6f5cc8d25ba1c2a86fcc31d6275,0.0,0.0,0.0,0.0,0.0,0.0
008fee5f4bb60da009334a1d4f7e4a0b,0.0,0.0,0.0,0.0,0.0,0.0
00903c412e7387a5718d016479fdab17,0.0,0.0,0.0,0.0,0.0,0.0
009230e63bdfe07cf6a5e6ce176ae1b6,0.0,0.0,0.0,0.0,0.0,0.0
00930323cee9f4043506a703e247ab75,0.0,0.0,0.0,0.0,0.0,0.0
00980fe46ce2c467977512d51fe8e1b5,0.0,0.0,0.0,0.0,0.0,0.0
00984c2132fa649f240cdd31ab801368,0.0,0.0,0.0,0.0,0.0,0.0
009899603e5c3a0280a1f9127953216c,0.0,0.0,0.0,0.0,0.0,0.0
009d7d4852461e131089dec1ec94e415,0.0,0.0,0.0,0.0,0.0,0.0
009d908e3dcabd145d2a405e87d53983,0.0,0.0,0.0,0.0,0.0,0.0
00a24a2b19a94725cdc92132d2f0a0b9,0.0,0.0,0.0,0.0,0.0,0.0
00a3f95eff490135f398d756171f6d63,0.0,0.0,0.0,0.0,0.0,0.0
00a4879eac64e686a3ebf68a890a2da4,0.0,0.0,0.0,0.0,0.0,0.0
00a53531894881d2a3d470815254078b,0.0,0.0,0.0,0.0,0.0,0.0
00a69a3158c5411e89bba26248e0d33f,0.0,0.0,0.0,0.0,0.0,0.0
00a6be767280f7f0dcf8b16e1b2a206c,0.0,0.0,0.0,0.0,0.0,0.0
00a943742e76f420481fcec5cab85281,0.0,0.0,0.0,0.0,0.0,0.0
00aa192cdf21d4d47310ce0ea9e88b45,0.0,0.0,0.0,0.0,0.0,0.0
00ac6cc2cdeebf37764e81f768e5149d,0.0,0.0,0.0,0.0,0.0,0.0
00ac7c67277366e454a16e0f9d467702,0.0,0.0,0.0,0.0,0.0,0.0
00ace7411d13e8bdea1e38faa2d2276e,0.0,0.0,0.0,0.0,0.0,0.0
00aed3ccd4643a9cda8535b91b294c8f,0.0,0.0,0.0,0.0,0.0,0.0
00af25a094a9b6ec9fa9e6243b79f7cc,0.0,0.0,0.0,0.0,0.0,0.0
00b0318201e19251e88e3d4c22774245,0.0,0.0,0.0,0.0,0.0,0.0
00b30e35920b7a31285ae990382344af,0.0,0.0,0.0,0.0,0.0,0.0
00b3b32678dd52cfa0af58b25d4ed0e9,0.0,0.0,0.0,0.0,0.0,0.0
00b659528d898818189ae31e1f2cf436,0.0,0.0,0.0,0.0,0.0,0.0
00b670e7d09480487861a9790456e52c,0.0,0.0,0.0,0.0,0.0,0.0
00b72df5ef8c23419a4e42a7c4f27568,0.0,0.0,0.0,0.0,0.0,0.0
00b7a1316c6455b08a9923e7a599fa7d,0.0,0.0,0.0,0.0,0.0,0.0
00ba5fbfe4691752a8c3d94879d41640,0.0,0.0,0.0,0.0,0.0,0.0
00badad5ad138a2e291ec91bb1ae43fb,0.0,0.0,0.0,0.0,0.0,0.0
00bd18e008c2fc6794d4cdf3dcb1461d,0.0,0.0,0.0,0.0,0.0,0.0
00be662ec2d69d8c355e31aab8e1977b,0.0,0.0,0.0,0.0,0.0,0.0
00bf5aa38ad1274f1be842b2d0a49300,0.0,0.0,0.0,0.0,0.0,0.0
00bfce808268315b4d7f98525a65a270,0.0,0.0,0.0,0.0,0.0,0.0
00c25bff8293e3879db73a49c590eacf,0.0,0.0,0.0,0.0,0.0,0.0
00c37b39514dafd67589a9865b7e0d55,0.0,0.0,0.0,0.0,0.0,0.0
00c3d6a91e29c5609ea2ca7ef2ca1555,0.0,0.0,0.0,0.0,0.0,0.0
00c572ed933bd81e8a9f5679e07bd5ed,0.0,0.0,0.0,0.0,0.0,0.0
00c59ba8fc81603e40c740a9c7c444ec,0.0,0.0,0.0,0.0,0.0,0.0
00c6b6d86c36e5e418ecc8cee8eb496e,0.0,0.0,0.0,0.0,0.0,0.0
00c7f13ecc7207dbdbcf714a86908437,0.0,0.0,0.0,0.0,0.0,0.0
00ccfade859581886d0ab8f841e772fa,0.0,0.0,0.0,0.0,0.0,0.0
00cda96d1804c212079e9a31dd02d100,0.0,0.0,0.0,0.0,0.0,0.0
00cf9d20acd3503095e24d558e2a3022,0.0,0.0,0.0,0.0,0.0,0.0
00d2d87232d8480afddb1557dcf3f76f,0.0,0.0,0.0,0.0,0.0,0.0
00d3b807c7f8f9542ddc2eeb2be6b861,0.0,0.0,0.0,0.0,0.0,0.0
00d651bfd9803e39372af6343cfea108,0.0,0.0,0.0,0.0,0.0,0.0
00d6c8683cdd414dc33ff5d8233c2652,0.0,0.0,0.0,0.0,0.0,0.0
00d789c870ef16d00bed3763c8c42eac,0.0,0.0,0.0,0.0,0.0,0.0
00d808250042e54d100e492ca2b1770a,0.0,0.0,0.0,0.0,0.0,0.0
00d93c7386d24b461fbff6ce6d838c90,0.0,0.0,0.0,0.0,0.0,0.0
00d949d0e333e42fbf56adccf0ea9103,0.0,0.0,0.0,0.0,0.0,0.0
00d97d4312a7a64b8bb2f57066d7fc07,0.0,0.0,0.0,0.0,0.0,0.0
00d9c7a2a88ccfc6258090251943295b,0.0,0.0,0.0,0.0,0.0,0.0
00d9f02c56da6868c6de75f10332baca,0.0,0.0,0.0,0.0,0.0,0.0
00dc142f0865d436de69a99ff391828f,0.0,0.0,0.0,0.0,0.0,0.0
00de2b933dff11cc81c2e672c5f2f6f6,0.0,0.0,0.0,0.0,0.0,0.0
00e04cd0b0aeeb3456d9f9aac9a27eaf,0.0,0.0,0.0,0.0,0.0,0.0
00e3bd45cb12bbdaffb63cbe60e63392,0.0,0.0,0.0,0.0,0.0,0.0
00e467104950edebeb8571b57b28edf5,0.0,0.0,0.0,0.0,0.0,0.0
00e57200bd23b7d8b19359dbd536baa1,0.0,0.0,0.0,0.0,0.0,0.0
00ec2a82703fbf7f1b72be5f99864cd2,0.0,0.0,0.0,0.0,0.0,0.0
00ec860704c86b8c57e338c9eb886a44,0.0,0.0,0.0,0.0,0.0,0.0
00f071d0fe5f1668c25d4660f9cdd381,0.0,0.0,0.0,0.0,0.0,0.0
00f0971b79223cbd7972a82740919ab8,0.0,0.0,0.0,0.0,0.0,0.0
00f3b53db87a5bfbe5cc1761c254056f,0.0,0.0,0.0,0.0,0.0,0.0
00f660beab029afae0d77d0bf9e1ab08,0.0,0.0,0.0,0.0,0.0,0.0
00f74aacd1492bb7344f9169a5c7fd7f,0.0,0.0,0.0,0.0,0.0,0.0
00f7941b1d7223c217c9d46388473e49,0.0,0.0,0.0,0.0,0.0,0.0
00f9e43ef605ddc4706c37f8f62aed3b,0.0,0.0,0.0,0.0,0.0,0.0
00fa7b7f79323c3a74c834f4ccaee62f,0.0,0.0,0.0,0.0,0.0,0.0
00fc38a83cd8df36b3566c99e4b3c1e7,0.0,0.0,0.0,0.0,0.0,0.0
00fdcc2dc9173df05009d9a0b0ead319,0.0,0.0,0.0,0.0,0.0,0.0
0100469802391ae93ac4b5a91ca8f97d,0.0,0.0,0.0,0.0,0.0,0.0
01006edfe59806f18769b1381e92fd7f,0.0,0.0,0.0,0.0,0.0,0.0
010121982e7607a596c75cbd10a46b8a,0.0,0.0,0.0,0.0,0.0,0.0
01013cca55f5e5d866457973187b4e1a,0.0,0.0,0.0,0.0,0.0,0.0
01020827ee6c9d279b816640228fbe14,0.0,0.0,0.0,0.0,0.0,0.0
01036237963bdfaabca5c9eeddfc4abb,0.0,0.0,0.0,0.0,0.0,0.0
01042a7caf6ea7e813ab1e504252b560,0.0,0.0,0.0,0.0,0.0,0.0
01045f3a106bb30e83a741971aceaae3,0.0,0.0,0.0,0.0,0.0,0.0
0105b6e19c8c5627f8258f0006f26bb0,0.0,0.0,0.0,0.0,0.0,0.0
010627899eb311d39828d333a22fda12,0.0,0.0,0.0,0.0,0.0,0.0
01073fb59b4f3bd9595e646438223edf,0.0,0.0,0.0,0.0,0.0,0.0
0107830fbf55a9706a26f4997147c4f8,0.0,0.0,0.0,0.0,0.0,0.0
010af600dc849884b7cb3594506119eb,0.0,0.0,0.0,0.0,0.0,0.0
010b35db76553c2c23f0d3cb83ff51f6,0.0,0.0,0.0,0.0,0.0,0.0
010cb4f82025ea5885efaeb45476370d,0.0,0.0,0.0,0.0,0.0,0.0
010e4857fcbbfaf616dfb960f6bb7c2b,0.0,0.0,0.0,0.0,0.0,0.0
